1,4.214124,1,0.359963,3.834510,0.019550,0.000100,0.000000,315745026,348417406,9637,14750
2,4.214124,1,0.331255,3.868163,0.014648,0.000057,0.000000,342234227,363674193,1552,7272
3,4.214124,1,0.263446,3.930833,0.019740,0.000104,0.000000,257999316,313875195,402,3496
4,4.214124,1,0.331762,3.860785,0.021562,0.000014,0.000000,337623130,343439592,5592,11549
5,4.214124,1,0.252841,3.940826,0.020352,0.000104,0.000000,253751784,329671028,775,2993
6,4.214124,1,4.192634,0.000022,0.021359,0.000108,0.000000,1335225324,1240629687,55114,156022
7,4.214124,1,0.294115,3.899873,0.020124,0.000011,0.000000,425086286,412508840,42947,54358
8,4.214124,1,0.280815,3.912531,0.020720,0.000058,0.000000,437889767,421458797,45396,61674
9,4.214124,1,0.326611,3.866885,0.020533,0.000095,0.000000,420159561,359981197,57455,73987
10,4.214124,1,0.206511,3.986401,0.021130,0.000082,0.000000,330016665,361437517,360,1479
11,4.214124,1,0.191467,4.002627,0.019920,0.000109,0.000000,284146783,316095492,733,4175
SUM,50.569488,12,7.432075,42.902366,0.234105,0.000932,0.000000,5128192397,5170368626,236524,420427
##END R00004 flat profile

##BEG R00005 flat profile
R00005,LOOP,findmumcand.cpp,170,230,
TID,execT,execC,bodyT,exitBarT,taskT,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
0,0.395664,1,0.395664,0.000000,0.000000,388231264,359099703,16506,27884
1,0.359935,1,0.359935,0.000000,0.000000,315728451,348414208,9540,14550
2,0.326436,1,0.326436,0.000000,0.000000,338012908,361870922,1517,6757
3,0.263414,1,0.263414,0.000000,0.000000,257988065,313871997,383,3293
4,0.331735,1,0.331735,0.000000,0.000000,337613253,343436394,5573,11316
5,0.252811,1,0.252811,0.000000,0.000000,253740284,329667830,743,2778
6,4.192608,1,4.192608,0.000000,0.000000,1335215534,1240626489,55093,155843
7,0.294089,1,0.294089,0.000000,0.000000,425076595,412505642,42925,54157
8,0.280789,1,0.280789,0.000000,0.000000,437877690,421455599,45338,61469
9,0.326579,1,0.326579,0.000000,0.000000,420148552,359977999,57443,73775
10,0.206480,1,0.206480,0.000000,0.000000,330005669,361434319,307,1267
11,0.191437,1,0.191437,0.000000,0.000000,284134462,316092294,680,3962
SUM,7.421977,12,7.421977,0.000000,0.000000,5123772727,5168453396,236048,417051
##END R00005 flat profile

##BEG R00006 flat profile
R00006,CRITICAL,findmumcand.cpp,183,194,
TID,execT,execC,bodyT,enterT,exitT,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
0,0.104941,230,0.002985,0.100368,0.001587,810712,365011,2474,3320
1,0.014954,91,0.001134,0.013233,0.000587,332790,144418,1159,1472
2,0.000000,0,0.000000,0.000000,0.000000,0,0,0,0
3,0.000000,0,0.000000,0.000000,0.000000,0,0,0,0
4,0.007803,34,0.000425,0.007155,0.000223,126103,53958,450,656
5,0.000242,3,0.000041,0.000180,0.000021,13813,4761,39,90
6,4.008764,178372,1.917905,1.082506,1.008353,301833827,283080660,10690,40584
7,0.095011,576,0.007567,0.083455,0.003989,2173097,914116,7711,9337
8,0.127150,701,0.010537,0.111069,0.005544,2796372,1112488,8046,10538
9,0.103993,699,0.009700,0.089121,0.005172,2946488,1109314,9766,12101
10,0.000000,0,0.000000,0.000000,0.000000,0,0,0,0
11,0.000000,0,0.000000,0.000000,0.000000,0,0,0,0
SUM,4.462858,180706,1.950295,1.487087,1.025476,311033202,286784726,40335,78098
##END R00006 flat profile

##END flat region profiles

##BEG callgraph region profiles
##BEG R00001 callgraph profile
[*00],toci
[+01],R00001,USER REGION,toci.cpp,65,110,main
TID,execT/I,execT/E,execC,PAPI_TOT_CYC/I,PAPI_TOT_CYC/E,PAPI_TOT_INS/I,PAPI_TOT_INS/E,PAPI_L3_TCM/I,PAPI_L3_TCM/E,PAPI_L3_TCA/I,PAPI_L3_TCA/E
0,14.579733,10.365539,1,9731606285,9337476390,3720373794,3359064363,38667068,38648907,49372871,49340963
1,0.000000,0.000000,0,0,0,0,0,0,0,0,0
2,0.000000,0.000000,0,0,0,0,0,0,0,0,0
3,0.000000,0.000000,0,0,0,0,0,0,0,0,0
4,0.000000,0.000000,0,0,0,0,0,0,0,0,0
5,0.000000,0.000000,0,0,0,0,0,0,0,0,0
6,0.000000,0.000000,0,0,0,0,0,0,0,0,0
7,0.000000,0.000000,0,0,0,0,0,0,0,0,0
8,0.000000,0.000000,0,0,0,0,0,0,0,0,0
9,0.000000,0.000000,0,0,0,0,0,0,0,0,0
10,0.000000,0.000000,0,0,0,0,0,0,0,0,0
11,0.000000,0.000000,0,0,0,0,0,0,0,0,0
SUM,14.579733,10.365539,1,9731606285,9337476390,3720373794,3359064363,38667068,38648907,49372871,49340963
##END R00001 callgraph profile

##BEG R00003 callgraph profile
[*00],toci
[+01],R00001,USER REGION,toci.cpp,65,110,main
[+02],R00003,USER REGION,findmumcand.cpp,166,233,mum
TID,execT/I,execT/E,execC,PAPI_TOT_CYC/I,PAPI_TOT_CYC/E,PAPI_TOT_INS/I,PAPI_TOT_INS/E,PAPI_L3_TCM/I,PAPI_L3_TCM/E,PAPI_L3_TCA/I,PAPI_L3_TCA/E
0,4.214194,0.000071,1,394129895,5816860,361309431,2129839,18161,1609,31908,3224
1,0.000000,0.000000,0,0,0,0,0,0,0,0,0
2,0.000000,0.000000,0,0,0,0,0,0,0,0,0
3,0.000000,0.000000,0,0,0,0,0,0,0,0,0
4,0.000000,0.000000,0,0,0,0,0,0,0,0,0
5,0.000000,0.000000,0,0,0,0,0,0,0,0,0
6,0.000000,0.000000,0,0,0,0,0,0,0,0,0
7,0.000000,0.000000,0,0,0,0,0,0,0,0,0
8,0.000000,0.000000,0,0,0,0,0,0,0,0,0
9,0.000000,0.000000,0,0,0,0,0,0,0,0,0
10,0.000000,0.000000,0,0,0,0,0,0,0,0,0
11,0.000000,0.000000,0,0,0,0,0,0,0,0,0
SUM,4.214194,0.000071,1,394129895,5816860,361309431,2129839,18161,1609,31908,3224
##END R00003 callgraph profile

##BEG R00004 callgraph profile
[*00],toci
[+01],R00001,USER REGION,toci.cpp,65,110,main
[+02],R00003,USER REGION,findmumcand.cpp,166,233,mum
[+03],R00004,PARALLEL,findmumcand.cpp,168,231,
TID,execT,execC,bodyT/I,bodyT/E,exitBarT,startupT,shutdwnT,taskT,PAPI_TOT_CYC/I,PAPI_TOT_CYC/E,PAPI_TOT_INS/I,PAPI_TOT_INS/E,PAPI_L3_TCM/I,PAPI_L3_TCM/E,PAPI_L3_TCA/I,PAPI_L3_TCA/E
0,4.214123,1,0.400656,0.004995,3.798918,0.014459,0.000089,0.000000,388313035,84332,359179592,80066,16552,57,28684,804
1,4.214123,1,0.359965,0.000033,3.834515,0.019543,0.000099,0.000000,315747594,17849,348417316,3285,9657,107,14751,211
2,4.214123,1,0.331256,0.004818,3.868168,0.014642,0.000055,0.000000,342234199,4220788,363674103,1803358,1538,36,7276,468
3,4.214123,1,0.263445,0.000033,3.930840,0.019734,0.000103,0.000000,257999471,12028,313875105,3285,401,16,3502,222
4,4.214123,1,0.331763,0.000031,3.860790,0.021556,0.000012,0.000000,337623130,10983,343439502,3285,5587,20,11548,241
5,4.214123,1,0.252839,0.000034,3.940834,0.020346,0.000102,0.000000,253750791,12483,329670938,3285,762,36,3003,237
6,4.214123,1,4.192635,0.000026,0.000028,0.021353,0.000107,0.000000,1335225630,10757,1240629597,3285,55110,31,156036,191
7,4.214123,1,0.294115,0.000029,3.899879,0.020118,0.000009,0.000000,425086217,10613,412508750,3285,42937,22,54364,211
8,4.214123,1,0.280816,0.000030,3.912535,0.020714,0.000056,0.000000,437891331,13019,421458707,3285,45409,59,61679,220
9,4.214123,1,0.326609,0.000035,3.866893,0.020527,0.000093,0.000000,420158764,11870,359981107,3285,57450,15,73991,227
10,4.214123,1,0.206511,0.000031,3.986406,0.021124,0.000080,0.000000,330015892,11178,361437427,3285,340,48,1484,224
11,4.214123,1,0.191466,0.000036,4.002633,0.019914,0.000108,0.000000,284146054,13368,316095402,3285,719,55,4178,229
SUM,50.569476,12,7.432076,0.010131,42.902439,0.234031,0.000912,0.000000,5128192108,4429268,5170367546,1916274,236462,502,420496,3485
##END R00004 callgraph profile

##BEG R00005 callgraph profile
[*00],toci
[+01],R00001,USER REGION,toci.cpp,65,110,main
[+02],R00003,USER REGION,findmumcand.cpp,166,233,mum
[+03],R00004,PARALLEL,findmumcand.cpp,168,231,
[+04],R00005,LOOP,findmumcand.cpp,170,230,
TID,execT,execC,bodyT/I,bodyT/E,exitBarT,taskT,PAPI_TOT_CYC/I,PAPI_TOT_CYC/E,PAPI_TOT_INS/I,PAPI_TOT_INS/E,PAPI_L3_TCM/I,PAPI_L3_TCM/E,PAPI_L3_TCA/I,PAPI_L3_TCA/E
0,0.395661,1,0.395661,0.290743,0.000000,0.000000,388228703,387275684,359099526,358754756,16495,12759,27880,22878
1,0.359932,1,0.359932,0.344992,0.000000,0.000000,315729745,315351686,348414031,348277622,9550,7950,14540,12461
2,0.326438,1,0.326438,0.326438,0.000000,0.000000,338013411,338013411,361870745,361870745,1502,1502,6808,6808
3,0.263412,1,0.263412,0.263412,0.000000,0.000000,257987443,257987443,313871820,313871820,385,385,3280,3280
4,0.331732,1,0.331732,0.323934,0.000000,0.000000,337612147,337467562,343436217,343385251,5567,4948,11307,10363
5,0.252805,1,0.252805,0.252563,0.000000,0.000000,253738308,253723900,329667653,329663156,726,676,2766,2660
6,4.192609,1,4.192609,0.211496,0.000000,0.000000,1335214873,1017687669,1240626312,973242371,55079,41384,155845,111507
7,0.294086,1,0.294086,0.199185,0.000000,0.000000,425075604,422524520,412505465,411642037,42915,32222,54153,41066
8,0.280786,1,0.280786,0.153718,0.000000,0.000000,437878312,434771948,421455422,420404619,45350,34581,61459,46975
9,0.326574,1,0.326574,0.222698,0.000000,0.000000,420146894,416827619,359977822,358930018,57435,44319,73764,57313
10,0.206480,1,0.206480,0.206480,0.000000,0.000000,330004714,330004714,361434142,361434142,292,292,1260,1260
11,0.191430,1,0.191430,0.191430,0.000000,0.000000,284132686,284132686,316092117,316092117,664,664,3949,3949
SUM,7.421945,12,7.421945,2.987088,0.000000,0.000000,5123762840,4795768842,5168451272,4897568654,235960,181682,417011,320520
##END R00005 callgraph profile

##BEG R00006 callgraph profile
[*00],toci
[+01],R00001,USER REGION,toci.cpp,65,110,main
[+02],R00003,USER REGION,findmumcand.cpp,166,233,mum
[+03],R00004,PARALLEL,findmumcand.cpp,168,231,
[+04],R00005,LOOP,findmumcand.cpp,170,230,
[=05],R00006,CRITICAL,findmumcand.cpp,183,194,
TID,execT,execC,bodyT/I,bodyT/E,enterT,exitT,PAPI_TOT_CYC/I,PAPI_TOT_CYC/E,PAPI_TOT_INS/I,PAPI_TOT_INS/E,PAPI_L3_TCM/I,PAPI_L3_TCM/E,PAPI_L3_TCA/I,PAPI_L3_TCA/E
0,0.104918,230,0.003102,0.003102,0.098855,0.002961,953019,953019,344770,344770,3736,3736,5002,5002
1,0.014940,91,0.001165,0.001165,0.012669,0.001106,378059,378059,136409,136409,1600,1600,2079,2079
2,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
3,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
4,0.007797,34,0.000441,0.000441,0.006941,0.000415,144585,144585,50966,50966,619,619,944,944
5,0.000242,3,0.000041,0.000041,0.000161,0.000039,14408,14408,4497,4497,50,50,106,106
6,3.981113,178372,1.960548,1.960548,0.105862,1.914703,317527204,317527204,267383941,267383941,13695,13695,44338,44338
7,0.094901,576,0.007763,0.007763,0.079760,0.007378,2551084,2551084,863428,863428,10693,10693,13087,13087
8,0.127068,701,0.041930,0.041930,0.074738,0.010400,3106364,3106364,1050803,1050803,10769,10769,14484,14484
9,0.103876,699,0.010002,0.010002,0.084296,0.009578,3319275,3319275,1047804,1047804,13116,13116,16451,16451
10,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
11,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
SUM,4.434857,180706,2.024992,2.024992,0.463284,1.946580,327993998,327993998,270882618,270882618,54278,54278,96491,96491
##END R00006 callgraph profile

##END callgraph region profiles

##BEG overhead analysis report
Total runtime (wallclock) [secs],14.611303
Number of threads,12
Number of parallel regions,1
Parallel coverage [secs],4.214124
Parallel coverage [percent],28.841535

##BEG parallel regions sorted by wallclock time
,Type,Wallclock,(%),PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
R00004,PARALLEL,4.214124,28.841535,0,0,0,0
SUM,4.214124,,28.841535,0,0,0,0
##END parallel regions sorted by wallclock time

##BEG overheads for parallel region
,Total,Ovhds,(%),Synch,(%),Imbal,(%),Limpar,(%),Mgmt,(%)
R00004,50.569488,45.547246,90.068634,0.463284,0.916134,42.902439,84.838588,0.000000,0.000000,2.181523,4.313912
##END overheads for parallel region

##BEG overheads for whole program
,Total,Ovhds,(%),Synch,(%),Imbal,(%),Limpar,(%),Mgmt,(%)
R00004,50.569488,45.547246,25.977176,0.463284,0.264227,42.902439,24.468751,0.000000,0.000000,2.181523,1.244198
SUM,50.569488,45.547246,25.977176,0.463284,0.264227,42.902439,24.468751,0.000000,0.000000,2.181523,1.244198
##END overheads for whole program

##END overhead analysis report

